apple,1998-01-02,13.6300
apple,1998-01-05,16.5000
apple,1998-01-06,15.9400
apple,1998-01-07,18.8100
apple,1998-01-08,17.4400
apple,1998-01-09,18.1200
apple,1998-01-12,17.4400
apple,1998-01-13,18.6200
apple,1998-01-14,19.8700
apple,1998-01-15,19.1900
apple,1998-01-16,19.4400
apple,1998-01-20,19.0600
apple,1998-01-21,18.7500
apple,1998-01-22,18.6900
apple,1998-01-23,19.3700
apple,1998-01-26,19.4400
apple,1998-01-27,19.1900
apple,1998-01-28,19.1900
apple,1998-01-29,18.9400
apple,1998-01-30,18.3100
apple,1998-02-02,18.5000
apple,1998-02-03,17.6900
apple,1998-02-04,18.0600
apple,1998-02-05,18.2500
apple,1998-02-06,18.3700
apple,1998-02-09,18.3700
apple,1998-02-10,19.1200
apple,1998-02-11,19.5000
apple,1998-02-12,19.1200
apple,1998-02-13,19.1900
apple,1998-02-17,19.5000
apple,1998-02-18,19.5600
apple,1998-02-19,20.8700
apple,1998-02-20,20.5000
apple,1998-02-23,20.1200
apple,1998-02-24,21.3100
apple,1998-02-25,21.3100
apple,1998-02-26,22.3100
apple,1998-02-27,23.3100
apple,1998-03-02,23.5600
apple,1998-03-03,21.8700
apple,1998-03-04,22.8700
apple,1998-03-05,23.2500
apple,1998-03-06,23.8700
apple,1998-03-09,23.7500
apple,1998-03-10,23.0000
apple,1998-03-11,25.1200
apple,1998-03-12,26.1200
apple,1998-03-13,27.2500
apple,1998-03-16,27.1200
apple,1998-03-17,26.5000
apple,1998-03-18,26.0000
apple,1998-03-19,26.8700
apple,1998-03-20,26.6900
apple,1998-03-23,25.9400
apple,1998-03-24,26.3700
apple,1998-03-25,27.6200
apple,1998-03-26,26.7500
apple,1998-03-27,26.6200
apple,1998-03-30,26.7500
apple,1998-03-31,27.4400
apple,1998-04-01,27.4400
apple,1998-04-02,27.3100
apple,1998-04-03,27.1200
apple,1998-04-06,27.0000
apple,1998-04-07,25.8100
apple,1998-04-08,25.2500
apple,1998-04-09,25.0600
apple,1998-04-13,25.6200
apple,1998-04-14,26.3700
apple,1998-04-15,27.1900
apple,1998-04-16,29.2500
apple,1998-04-17,28.5600
apple,1998-04-20,27.6200
apple,1998-04-21,29.0600
apple,1998-04-22,28.7500
apple,1998-04-23,27.4400
apple,1998-04-24,27.7500
apple,1998-04-27,26.7500
apple,1998-04-28,27.8700
apple,1998-04-29,26.9400
apple,1998-04-30,27.3700
apple,1998-05-01,27.5000
apple,1998-05-04,28.8700
apple,1998-05-05,29.2500
apple,1998-05-06,29.8700
apple,1998-05-07,30.5600
apple,1998-05-08,30.0600
apple,1998-05-11,30.8700
apple,1998-05-12,30.5600
apple,1998-05-13,30.0600
apple,1998-05-14,30.3700
apple,1998-05-15,30.0600
apple,1998-05-18,29.3700
apple,1998-05-19,28.9400
apple,1998-05-20,29.6200
apple,1998-05-21,29.5600
apple,1998-05-22,28.7500
apple,1998-05-26,28.0600
apple,1998-05-27,25.6900
apple,1998-05-28,26.7500
apple,1998-05-29,27.5000
apple,1998-06-01,26.5000
apple,1998-06-02,26.4400
apple,1998-06-03,27.1200
apple,1998-06-04,26.6200
apple,1998-06-05,26.8700
apple,1998-06-08,27.0000
apple,1998-06-09,27.3700
apple,1998-06-10,28.0000
apple,1998-06-11,28.1900
apple,1998-06-12,27.6200
apple,1998-06-15,27.2500
apple,1998-06-16,27.6900
apple,1998-06-17,28.0000
apple,1998-06-18,27.7500
apple,1998-06-19,27.3700
apple,1998-06-22,27.0000
apple,1998-06-23,27.4400
apple,1998-06-24,27.7500
apple,1998-06-25,28.5600
apple,1998-06-26,28.5000
apple,1998-06-29,28.2500
apple,1998-06-30,28.6200
apple,1998-07-01,28.8700
apple,1998-07-02,29.6900
apple,1998-07-06,29.5000
apple,1998-07-07,30.3700
apple,1998-07-08,30.7500
apple,1998-07-09,32.9400
apple,1998-07-10,32.1900
apple,1998-07-13,31.9400
apple,1998-07-14,33.9400
apple,1998-07-15,33.6900
apple,1998-07-16,37.8800
apple,1998-07-17,37.2500
apple,1998-07-20,36.5600
apple,1998-07-21,36.1300
apple,1998-07-22,34.9400
apple,1998-07-23,34.8100
apple,1998-07-24,35.3800
apple,1998-07-27,34.2500
apple,1998-07-28,34.0600
apple,1998-07-29,33.7500
apple,1998-07-30,35.8100
apple,1998-07-31,36.6300
apple,1998-08-03,34.2500
apple,1998-08-04,35.5000
apple,1998-08-05,33.7500
apple,1998-08-06,35.0600
apple,1998-08-07,37.1900
apple,1998-08-10,36.3100
apple,1998-08-11,37.7500
apple,1998-08-12,39.7500
apple,1998-08-13,39.9400
apple,1998-08-14,40.6900
apple,1998-08-17,41.0000
apple,1998-08-18,42.4400
apple,1998-08-19,43.5000
apple,1998-08-20,41.0000
apple,1998-08-21,40.0000
apple,1998-08-24,43.4400
apple,1998-08-25,42.3800
apple,1998-08-26,39.8800
apple,1998-08-27,39.2500
apple,1998-08-28,37.1300
apple,1998-08-31,34.7500
apple,1998-09-01,31.3700
apple,1998-09-02,35.5000
apple,1998-09-03,35.0000
apple,1998-09-04,35.5000
apple,1998-09-08,38.0000
apple,1998-09-09,38.0600
apple,1998-09-10,36.2500
